image,critical,high,total
rancher/hardened-addon-resizer:1.8.23-build20260819,0,0,0
rancher/hardened-calico:v3.32.1-build20260819,0,0,0
rancher/hardened-cluster-autoscaler:v1.10.3-build20260819,0,0,0
rancher/hardened-cni-plugins:v1.9.1-build20260819,0,0,0
rancher/hardened-coredns:v1.14.7-build20260819,0,0,0
rancher/hardened-dns-node-cache:1.26.8-build20260819,0,0,0
rancher/hardened-etcd:v3.6.14-k3s1-build20260819,0,0,0
rancher/hardened-flannel:v0.28.9-build20260819,0,0,0
rancher/hardened-k8s-metrics-server:v0.9.0-build20260819,0,0,0
rancher/hardened-multus-cni:v4.3.0-build20260722,0,0,0
rancher/hardened-multus-dynamic-networks-controller:v0.3.8-build20260722,0,4,4
rancher/hardened-multus-thick:v4.3.0-build20260722,0,0,0
rancher/hardened-snapshot-controller:v8.6.0-build20260819,0,0,0
rancher/hardened-traefik:v3.7.11-build20260819,0,0,0
rancher/hardened-whereabouts:v0.9.4-build20260721,0,12,12
rancher/harvester-cloud-provider:v0.2.8,0,6,6
rancher/harvester-csi-driver:v0.2.9,0,10,10
rancher/klipper-helm:v0.13.3-build20260820,0,0,0
rancher/klipper-lb:v0.4.17,0,0,0
rancher/mirrored-calico-apiserver:v3.32.1,0,1,1
rancher/mirrored-calico-cni:v3.32.1,0,1,1
rancher/mirrored-calico-csi:v3.32.1,0,7,7
rancher/mirrored-calico-ctl:v3.32.1,0,7,7
rancher/mirrored-calico-envoy-gateway:v3.32.1,0,6,6
rancher/mirrored-calico-envoy-proxy:v3.32.1,0,0,0
rancher/mirrored-calico-envoy-ratelimit:v3.32.1,0,6,6
rancher/mirrored-calico-goldmane:v3.32.1,0,2,2
rancher/mirrored-calico-kube-controllers:v3.32.1,0,1,1
rancher/mirrored-calico-node-driver-registrar:v3.32.1,0,7,7
rancher/mirrored-calico-node:v3.32.1,0,8,8
rancher/mirrored-calico-operator:v1.42.3,1,10,11
rancher/mirrored-calico-pod2daemon-flexvol:v3.32.1,0,6,6
rancher/mirrored-calico-typha:v3.32.1,0,1,1
rancher/mirrored-calico-whisker-backend:v3.32.1,0,1,1
rancher/mirrored-calico-whisker:v3.32.1,0,0,0
rancher/mirrored-cilium-certgen:v0.4.6,0,5,5
rancher/mirrored-cilium-cilium-envoy:v1.36.9-1782267392-edeb3f2af56c37c407efa1f63f0b32f595399bbc,0,0,0
rancher/mirrored-cilium-cilium:v1.19.6,0,4,4
rancher/mirrored-cilium-clustermesh-apiserver:v1.19.6,0,6,6
rancher/mirrored-cilium-hubble-relay:v1.19.6,0,1,1
rancher/mirrored-cilium-hubble-ui-backend:v0.13.5,0,8,8
rancher/mirrored-cilium-hubble-ui:v0.13.5,0,4,4
rancher/mirrored-cilium-operator-aws:v1.19.6,0,1,1
rancher/mirrored-cilium-operator-azure:v1.19.6,0,1,1
rancher/mirrored-cilium-operator-generic:v1.19.6,0,1,1
rancher/mirrored-kube-vip-kube-vip-iptables:v1.2.3,0,7,7
rancher/mirrored-library-busybox:1.36.1,0,0,0
rancher/mirrored-longhornio-csi-attacher:v4.11.0-20260428,0,10,10
rancher/mirrored-longhornio-csi-node-driver-registrar:v2.16.0-20260428,0,8,8
rancher/mirrored-longhornio-csi-provisioner:v5.3.0-20260428,0,10,10
rancher/mirrored-longhornio-csi-resizer:v2.1.0-20260428,0,10,10
rancher/mirrored-longhornio-csi-snapshotter:v8.5.0-20260428,0,10,10
rancher/mirrored-pause:3.10.2,0,0,0
rancher/rke2-cloud-provider:v1.35.1-0.20260817230842-2a1e2e8cf41b-build20260820,0,0,0
rancher/rke2-security-responder:v0.1.4,0,0,0
registry.rancher.com/rancher/hardened-cloud-provider-vsphere:v1.36.0-build20260722,0,6,6
registry.rancher.com/rancher/hardened-csi-attacher:v4.12.0-build20260722,0,6,6
registry.rancher.com/rancher/hardened-csi-node-driver-registrar:v2.17.0-build20260722,0,5,5
registry.rancher.com/rancher/hardened-csi-provisioner:v4.0.1-build20260730,0,6,6
registry.rancher.com/rancher/hardened-csi-resizer:v1.12.0-build20260731,0,6,6
registry.rancher.com/rancher/hardened-csi-snapshotter:v8.6.0-build20260722,0,5,5
registry.rancher.com/rancher/hardened-livenessprobe:v2.19.0-build20260722,0,5,5
registry.rancher.com/rancher/hardened-vsphere-csi-driver:v3.7.2-build20260731,0,5,5
registry.rancher.com/rancher/hardened-vsphere-csi-syncer:v3.7.2-build20260722,0,5,5
registry.rancher.com/rancher/kube-webhook-certgen:v1.15.1-prime11,0,0,0
registry.rancher.com/rancher/nginx-ingress-controller:v1.15.1-prime11,0,0,0
