image,critical,high,total
quay.io/stackstate/generic-sidecar-injector:5e51c7f9-1013-release,0,0,0
quay.io/stackstate/stackstate-k8s-agent:3e493962,0,0,0
quay.io/stackstate/stackstate-k8s-cluster-agent:3e493962,0,0,0
quay.io/stackstate/sts-opentelemetry-collector:v0.0.47-agent,0,0,0
registry.rancher.com/suse-observability/container-tools:1.8.6-so13,0,0,0
registry.rancher.com/suse-observability/http-header-injector-proxy-init:1.0.0-so3,0,0,0
registry.rancher.com/suse-observability/http-header-injector-proxy:1.38.3-so1,0,0,0
registry.rancher.com/suse-observability/kubernetes-rbac-agent:228cfb48-1011-release,0,0,0
registry.rancher.com/suse-observability/opentelemetry-target-allocator:0.153.0-so3,0,4,4
registry.rancher.com/suse-observability/promtail:3.6.11-so7,0,0,0
registry.rancher.com/suse-observability/stackstate-k8s-process-agent:2f7e7bca,0,0,0
