image,critical,high,total
longhornio/backing-image-manager:v1.12.x-head,0,5,5
longhornio/csi-attacher:v4.12.0,0,7,7
longhornio/csi-node-driver-registrar:v2.17.0,0,5,5
longhornio/csi-provisioner:v5.3.0,0,17,17
longhornio/csi-resizer:v2.2.1,0,6,6
longhornio/csi-snapshotter:v8.6.0,0,7,7
longhornio/livenessprobe:v2.19.0,0,5,5
longhornio/longhorn-cli:v1.12.x-head,0,6,6
longhornio/longhorn-engine:v1.12.x-head,0,10,10
longhornio/longhorn-instance-manager:v1.12.x-head,0,0,0
longhornio/longhorn-manager:v1.12.x-head,0,4,4
longhornio/longhorn-share-manager:v1.12.x-head,0,3,3
longhornio/longhorn-ui:v1.12.x-head,0,0,0
longhornio/support-bundle-kit:v0.0.92,0,7,7
