image,critical,high,total
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.9.2,2,19,21
ghcr.io/kube-vip/kube-vip-iptables:v0.9.2,2,9,11
kubeovn/kube-ovn:v1.14.10,0,31,31
longhornio/backing-image-manager:v1.10.2,3,9,12
longhornio/csi-attacher:v4.10.0-20251226,0,1,1
longhornio/csi-node-driver-registrar:v2.15.0-20251226,0,1,1
longhornio/csi-provisioner:v5.3.0-20251226,0,1,1
longhornio/csi-resizer:v1.14.0-20260119,0,1,1
longhornio/csi-snapshotter:v8.4.0-20251226,0,1,1
longhornio/livenessprobe:v2.17.0-20251226,0,1,1
longhornio/longhorn-cli:v1.10.2,3,5,8
longhornio/longhorn-engine:v1.10.2,3,7,10
longhornio/longhorn-instance-manager:v1.10.2,4,9,13
longhornio/longhorn-manager:v1.10.2,3,5,8
longhornio/longhorn-manager:v1.10.2-hotfix-1,0,2,2
longhornio/longhorn-share-manager:v1.10.2,3,4,7
longhornio/longhorn-ui:v1.10.2,3,3,6
longhornio/support-bundle-kit:v0.0.79,3,5,8
rancher/fleet-agent:v0.14.1,0,3,3
rancher/fleet:v0.14.1,3,7,10
rancher/hardened-addon-resizer:1.8.23-build20260119,0,1,1
rancher/hardened-calico:v3.31.3-build20260119,0,27,27
rancher/hardened-cluster-autoscaler:v1.10.2-build20260116,0,1,1
rancher/hardened-cni-plugins:v1.9.0-build20260116,0,20,20
rancher/hardened-coredns:v1.14.1-build20260116,0,3,3
rancher/hardened-dns-node-cache:1.26.7-build20260119,0,4,4
rancher/hardened-etcd:v3.6.7-k3s1-build20260126,0,2,2
rancher/hardened-flannel:v0.28.0-build20260119,0,3,3
rancher/hardened-k8s-metrics-server:v0.8.0-build20260116,0,1,1
rancher/hardened-kubernetes:v1.34.3-rke2r3-build20260127,0,9,9
rancher/hardened-multus-cni:v4.2.3-build20260120,0,5,5
rancher/hardened-snapshot-controller:v8.4.0-build20260108,0,1,1
rancher/harvester-cluster-repo:v1.7-head,0,1,1
rancher/harvester-eventrouter:v1.7.1,0,2,2
rancher/harvester-kubeovn-operator:v1.14.10,3,6,9
rancher/harvester-load-balancer-webhook:v1.7.1,0,6,6
rancher/harvester-load-balancer:v1.7.1,0,3,3
rancher/harvester-network-controller:v1.7.1,0,6,6
rancher/harvester-network-helper:v1.7.1,0,5,5
rancher/harvester-network-webhook:v1.7.1,0,5,5
rancher/harvester-networkfs-manager:v1.7.1,0,2,2
rancher/harvester-node-disk-manager-webhook:v1.7.1,0,2,2
rancher/harvester-node-disk-manager:v1.7.1,0,2,2
rancher/harvester-node-manager-webhook:v1.7.1,0,2,2
rancher/harvester-node-manager:v1.7.1,0,2,2
rancher/harvester-pcidevices:v1.7.1,0,3,3
rancher/harvester-seeder:v1.7.1,3,5,8
rancher/harvester-upgrade:v1.7-head,1,27,28
rancher/harvester-vm-import-controller:v1.7.1,0,3,3
rancher/harvester-webhook:v1.7-head,0,6,6
rancher/harvester:v1.7-head,0,6,6
rancher/klipper-helm:v0.9.12-build20251215,0,6,6
rancher/klipper-lb:v0.4.13,0,3,3
rancher/kubectl:v1.29.2,0,11,11
rancher/kubectl:v1.32.3,0,5,5
rancher/kubectl:v1.33.1,0,6,6
rancher/kubectl:v1.34.0,0,5,5
rancher/kubectl:v1.34.1,0,5,5
rancher/kuberlr-kubectl:v5.0.0,0,23,23
rancher/mirrored-cluster-api-controller:v1.10.6,0,5,5
rancher/mirrored-fluent-fluent-bit:3.1.8,2,16,18
rancher/mirrored-grafana-grafana:11.5.5,2,5,7
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v1.6.7,0,1,1
rancher/mirrored-kiwigrid-k8s-sidecar:1.30.0,4,17,21
rancher/mirrored-kube-logging-config-reloader:v0.0.6,0,6,6
rancher/mirrored-kube-logging-fluentd:v1.16-4.10-full,3,16,19
rancher/mirrored-kube-logging-logging-operator:4.10.0,0,5,5
rancher/mirrored-kube-state-metrics-kube-state-metrics:v2.15.0,0,7,7
rancher/mirrored-library-busybox:1.37.0,0,0,0
rancher/mirrored-library-nginx:1.27.2-alpine,3,21,24
rancher/mirrored-pause:3.6,0,0,0
rancher/mirrored-prometheus-adapter-prometheus-adapter:v0.12.0,0,5,5
rancher/mirrored-prometheus-alertmanager:v0.28.1,0,10,10
rancher/mirrored-prometheus-node-exporter:v1.9.0,0,6,6
rancher/mirrored-prometheus-operator-admission-webhook:v0.80.1,0,5,5
rancher/mirrored-prometheus-operator-prometheus-config-reloader:v0.80.1,0,5,5
rancher/mirrored-prometheus-operator-prometheus-operator:v0.80.1,0,5,5
rancher/nginx-ingress-controller:v1.14.3-hardened1,0,11,11
rancher/prom-prometheus:v3.2.1,0,10,10
rancher/rancher-agent:v2.13.1,1,8,9
rancher/rancher-webhook:v0.9.1,0,7,7
rancher/rancher:v2.13.1,1,66,67
rancher/rke2-cloud-provider:v1.34.3-0.20251210094406-1ff6ebef7028-build20251210,0,2,2
rancher/rke2-runtime:v1.34.3-rke2r3,0,6,6
rancher/shell:v0.5.0,1,32,33
rancher/shell:v0.6.1,1,22,23
rancher/support-bundle-kit:v0.0.74,3,9,12
rancher/system-agent-installer-rancher:v2.13.1,0,6,6
rancher/system-agent-installer-rke2:v1.34.3-rke2r3,0,0,0
rancher/system-agent:v0.3.14-suc,3,9,12
rancher/system-upgrade-controller:v0.17.0,0,5,5
registry.k8s.io/descheduler/descheduler:v0.33.0,0,6,6
registry.k8s.io/sig-storage/snapshot-controller:v8.4.0,0,5,5
registry.suse.com/bci/bci-base:15.7,0,0,0
registry.suse.com/suse/sles/15.7/cdi-apiserver:1.62.0-150700.9.3.1,6,14,20
registry.suse.com/suse/sles/15.7/cdi-cloner:1.62.0-150700.9.3.1,6,14,20
registry.suse.com/suse/sles/15.7/cdi-controller:1.62.0-150700.9.3.1,6,14,20
registry.suse.com/suse/sles/15.7/cdi-importer:1.62.0-150700.9.3.1,6,18,24
registry.suse.com/suse/sles/15.7/cdi-operator:1.62.0-150700.9.3.1,6,14,20
registry.suse.com/suse/sles/15.7/cdi-uploadproxy:1.62.0-150700.9.3.1,6,14,20
registry.suse.com/suse/sles/15.7/cdi-uploadserver:1.62.0-150700.9.3.1,6,18,24
registry.suse.com/suse/sles/15.7/libguestfs-tools:1.6.3-150700.3.13.1,3,28,31
registry.suse.com/suse/sles/15.7/virt-api:1.6.3-150700.3.13.1,3,5,8
registry.suse.com/suse/sles/15.7/virt-controller:1.6.3-150700.3.13.1,3,5,8
registry.suse.com/suse/sles/15.7/virt-handler:1.6.3-150700.3.13.1,3,8,11
registry.suse.com/suse/sles/15.7/virt-launcher:1.6.3-150700.3.13.1,3,23,26
registry.suse.com/suse/sles/15.7/virt-operator:1.6.3-150700.3.13.1,3,5,8
registry.suse.com/suse/vmdp/vmdp:2.5.5,0,0,0
